Time,N,Seed,Model,Value
12,10,12,control,-0.16207874697562097
12,30,12,control,-0.01428314756126547
15,10,12,control,-0.0391548737385171
15,30,12,control,-0.04456749154001919
18,10,12,control,-0.07634144516412573
18,30,12,control,-0.08551042082938712
21,10,12,control,-0.0473642994435999
21,30,12,control,-0.06255196070093587
24,10,12,control,-0.09309972937904462
24,30,12,control,-0.11820658038831894
27,10,12,control,-0.04119710859759162
27,30,12,control,-0.07726001475211855
30,10,12,control,-0.17791644954028485
30,30,12,control,-0.02275065948094439
33,10,12,control,-0.18791789344131016
33,30,12,control,-0.1638565800714792
36,10,12,control,-0.12003280086845151
36,30,12,control,-0.08256399002336522
39,10,12,control,0.06391561546660712
39,30,12,control,-0.07306161300007069
42,10,12,control,-0.12664530594726106
42,30,12,control,-0.11882002207681744
45,10,12,control,-0.01464327429523223
45,30,12,control,-0.06532690388170241
48,10,12,control,-0.0777528223447348
48,30,12,control,-0.11890095279606908
0,10,120,control,0.05963122337658593
0,30,120,control,0.03762952542905615
3,10,120,control,0.15460973133044217
3,30,120,control,0.06331071247820606
6,10,120,control,-0.01063077540043159
6,30,120,control,0.08484944592800982
9,10,120,control,0.0516540385982728
9,30,120,control,0.02812298435978705
12,10,120,control,0.05868389130424546
12,30,120,control,0.07397328696151123
15,10,120,control,0.04716455201790678
15,30,120,control,0.09936865705295166
18,10,120,control,0.0219220634211269
18,30,120,control,0.06876939969557257
21,10,120,control,0.00196719701958832
21,30,120,control,0.02935821512010392
24,10,120,control,0.0350812047921568
24,30,120,control,0.04429750381955193
27,10,120,control,0.08031966697663226
27,30,120,control,0.12260723102977172
30,10,120,control,0.07495130101955522
30,30,120,control,0.11775057139175096
33,10,120,control,0.03451711894196228
33,30,120,control,0.08341768786327335
36,10,120,control,0.03031385759588991
36,30,120,control,0.05304028382248828
39,10,120,control,0.10443066119827515
39,30,120,control,0.11964155241111137
42,10,120,control,0.06820689828523956
42,30,120,control,0.0987448420191536
45,10,120,control,-0.00835951046214425
45,30,120,control,0.06620118204487213
48,10,120,control,0.13575035120209245
48,30,120,control,0.01540954094792976
0,10,121,control,-0.02210361459947045
0,30,121,control,0.05301191730762306
3,10,121,control,-0.01346213172040827
3,30,121,control,0.06356202642864935
6,10,121,control,0.04838456423052833
6,30,121,control,0.05453122188136253
9,10,121,control,-0.00928072584664235
9,30,121,control,0.0164452005862459
12,10,121,control,-0.04338949846070134
12,30,121,control,-0.0228160090512153
15,10,121,control,0.04070341168569216
15,30,121,control,0.03636311013341498
18,10,121,control,0.02612649824541066
18,30,121,control,0.0155906804782545
21,10,121,control,0.00816365445232697
21,30,121,control,0.03292877770063188
24,10,121,control,-0.03186498547275655
24,30,121,control,-0.00892529679446822
27,10,121,control,0.01024945926489498
27,30,121,control,-0.01264050512160649
30,10,121,control,0.0041546876586109
30,30,121,control,-0.00317087186452724
33,10,121,control,0.01401906864923693
33,30,121,control,0.03405943140923977
36,10,121,control,0.01296096274704638
36,30,121,control,0.02658243884283784
39,10,121,control,-0.02446287383960136
39,30,121,control,0.08739940818203815
42,10,121,control,0.0041135535923035
42,30,121,control,0.03769378008484091
45,10,121,control,0.07126811231942541
45,30,121,control,0.05323419130582409
48,10,121,control,0.06792912844436384
48,30,121,control,0.04431470103807009
0,10,122,control,-0.02906040191523125
0,30,122,control,-0.02370457067035914
3,10,122,control,-0.08687554648476237
3,30,122,control,-0.09224561099670804
6,10,122,control,-0.10102818517044218
6,30,122,control,-0.09733653775499812
9,10,122,control,-0.0819898912262814
9,30,122,control,-0.08287306721186184
12,10,122,control,-0.0685404321728995
12,30,122,control,-0.03127874972545856
15,10,122,control,-0.05280788094839617
15,30,122,control,-0.09433513311076468
18,10,122,control,-0.09177742855642002
18,30,122,control,-0.05311993967130384
21,10,122,control,-0.1778657999795129
21,30,122,control,-0.05175785631365023
24,10,122,control,-0.09068107581749275
24,30,122,control,-0.0929879031033434
27,10,122,control,-0.05284850646409972
27,30,122,control,-0.06015128883155138
30,10,122,control,-0.14631786394717886
30,30,122,control,-0.06380661211566521
33,10,122,control,-5.6690434152059e-4
33,30,122,control,-0.14332169217772778
36,10,122,control,-0.00535960393716148
36,30,122,control,-0.04519872872361478
39,10,122,control,-0.09690737102545816
39,30,122,control,-0.1148044002292861
42,10,122,control,-0.010896871723941111
42,30,122,control,-0.0904531925435946
45,10,122,control,-0.05198361423052528
45,30,122,control,-0.05953125503739494
48,10,122,control,-0.03602937667485643
48,30,122,control,-0.14974733723347716
0,10,123,control,-0.16003497842316086
0,30,123,control,-0.17557853378341806
3,10,123,control,-0.02492940927226095
3,30,123,control,-0.09722799735191928
6,10,123,control,-0.04483536691474588
6,30,123,control,-0.06272549820913727
9,10,123,control,-0.0202832020592098
9,30,123,control,-0.09826170817551012
12,10,123,control,-0.15105177991501503
12,30,123,control,-0.1366047144092175
15,10,123,control,-0.11096389394863146
15,30,123,control,-0.0358465649185403
18,10,123,control,-0.1520127762051454
18,30,123,control,-0.10630101375043796
21,10,123,control,-0.05617819015523505
21,30,123,control,-0.05951866724843239
24,10,123,control,-0.10339956149971816
24,30,123,control,-0.1563208977375571
27,10,123,control,-0.06043288951126784
27,30,123,control,-0.15396537778872052
30,10,123,control,-0.01515888101676327
30,30,123,control,-0.12443034670125416
33,10,123,control,-0.13479241711768628
33,30,123,control,-0.0975478194984948
36,10,123,control,-0.02328601858942723
36,30,123,control,-0.0953263406600344
39,10,123,control,-0.14464443493607723
39,30,123,control,-0.1121072193534821
42,10,123,control,-0.10811495822932066
42,30,123,control,-0.12019983923426036
45,10,123,control,0.0561815432057261
45,30,123,control,-0.02957075641953096
48,10,123,control,-0.09304888787168789
48,30,123,control,-0.08374877359396561
0,10,124,control,-0.10444495764906882
0,30,124,control,-0.11381947691581018
3,10,124,control,-0.02266782106746135
3,30,124,control,-0.03973073380645785
6,10,124,control,-0.05192442444453539
6,30,124,control,-0.04183662478094505
9,10,124,control,-0.1163531955096582
9,30,124,control,-0.06831797973942098
12,10,124,control,-0.07687187258576599
12,30,124,control,-0.08998615246791568
15,10,124,control,-0.04074434430955936
15,30,124,control,-0.01968657380117837
18,10,124,control,-0.05302771784003361
18,30,124,control,-0.06193954298187195
21,10,124,control,-0.07232963226939429
21,30,124,control,-0.07988430580725038
24,10,124,control,-0.09475814048112675
24,30,124,control,-0.06239853932882667
27,10,124,control,-0.05985749736738554
27,30,124,control,-0.10541950032382189
30,10,124,control,-0.1028984820265198
30,30,124,control,-0.08888084155590122
33,10,124,control,-0.09320441188419663
33,30,124,control,-0.07750364650652897
36,10,124,control,-0.07863832456187532
36,30,124,control,-0.09664838449005156
39,10,124,control,-0.06612308833152773
39,30,124,control,-0.10593294576525554
42,10,124,control,-0.02666398683837219
42,30,124,control,-0.05099141182406199
45,10,124,control,-0.10063322121764295
45,30,124,control,-0.0842184039850241
48,10,124,control,-0.12368034510340696
48,30,124,control,-0.08198188015058994
0,10,125,control,0.05859787206770239
0,30,125,control,0.10718150059209458
3,10,125,control,0.12366992790010764
3,30,125,control,0.1617812633805315
6,10,125,control,0.04041946047687396
6,30,125,control,0.1465304783048111
9,10,125,control,0.04861131904941123
9,30,125,control,0.08050351039076616
12,10,125,control,0.08859894430080889
12,30,125,control,0.15944272017539682
15,10,125,control,0.09035729501587464
15,30,125,control,0.131344194858494
18,10,125,control,0.0445862193071036
18,30,125,control,0.11327595363425484
21,10,125,control,0.0124289987133628
21,30,125,control,0.0620135754871686
24,10,125,control,0.11327580324860716
24,30,125,control,0.10988022915640965
27,10,125,control,0.10075926024364908
27,30,125,control,0.11088460928625136
30,10,125,control,0.10023974147904136
30,30,125,control,0.11143049121089864
33,10,125,control,0.1501354728732683
33,30,125,control,0.04048523310552506
36,10,125,control,0.06736554571360101
36,30,125,control,0.09035945723162524
39,10,125,control,0.07616840418291937
39,30,125,control,0.07915842426222584
42,10,125,control,0.11162914496254808
42,30,125,control,0.07848454112023233
45,10,125,control,0.04502718881388359
45,30,125,control,0.1213962743444192
48,10,125,control,0.0205040026595965
48,30,125,control,0.01522862109395193
0,10,126,control,-0.0967328997715967
0,30,126,control,-0.09296762910413164
3,10,126,control,-0.00711979250638479
3,30,126,control,-0.05662351316290113
6,10,126,control,0.0105560433463009
6,30,126,control,-0.0273949511786605
9,10,126,control,-0.05056236073433835
9,30,126,control,-0.00992666049889871
12,10,126,control,-0.04447366905467299
12,30,126,control,-0.08208959327829903
15,10,126,control,-0.06115414983883579
15,30,126,control,-0.05700404114774831
18,10,126,control,-0.08380967748998923
18,30,126,control,-0.01516367850099346
21,10,126,control,-0.02784045371559024
21,30,126,control,-0.0325971313828823
24,10,126,control,-0.09837895584596304
24,30,126,control,-0.09733965518913092
27,10,126,control,-0.07496501002219377
27,30,126,control,-0.06611635785476402
30,10,126,control,-0.09347432663829468
30,30,126,control,-0.07132462488199476
33,10,126,control,-0.13171796988677795
33,30,126,control,-0.13771567700952328
36,10,126,control,-0.01250488424600979
36,30,126,control,-0.09657858407418922
39,10,126,control,-0.03540280552229846
39,30,126,control,-0.02887482605558867
42,10,126,control,-0.06041603765550035
42,30,126,control,-0.09512617100949657
45,10,126,control,-0.04372393201368251
45,30,126,control,-0.0323201266089906
48,10,126,control,-0.04527176474575198
48,30,126,control,-0.05979936493195331
0,10,127,control,-0.03891619849622626
0,30,127,control,-0.03232809909881046
3,10,127,control,0.00611293763513625
3,30,127,control,0.00138766611916294
6,10,127,control,0.01003843621183523
6,30,127,control,0.0395365082277761
9,10,127,control,-0.00100652575501152
9,30,127,control,-0.02098303892234637
12,10,127,control,0.04083227647254794
12,30,127,control,0.04025547713321582
15,10,127,control,0.02401148426118615
15,30,127,control,-0.00756976594540055
18,10,127,control,-0.02267296323687906
18,30,127,control,-0.00776520954251347
21,10,127,control,0.02510808495186634
21,30,127,control,0.00166551826532734
24,10,127,control,-0.00399924369370683
24,30,127,control,0.00458311904942423
27,10,127,control,0.02214395986373794
27,30,127,control,0.01532447643473202
30,10,127,control,0.0209373810080507
30,30,127,control,-0.0022849093400963
33,10,127,control,0.03541428869770452
33,30,127,control,0.00792069008675299
36,10,127,control,0.05060095940258918
36,30,127,control,-0.00895047144173911
39,10,127,control,-4.4758347463111e-4
39,30,127,control,0.01568628356467046
42,10,127,control,-0.0261719331667272
42,30,127,control,0.00961679706457563
45,10,127,control,0.01533676258585814
45,30,127,control,0.03036803626199279
48,10,127,control,-0.00385569733513254
48,30,127,control,-0.01628856041041219
0,10,128,control,-0.04940491235343219
0,30,128,control,-0.05396310389241549
3,10,128,control,-0.10631721302502337
3,30,128,control,-0.0848413865339113
6,10,128,control,-0.07073493396543679
6,30,128,control,-0.11400552198392216
9,10,128,control,-0.13828762162693797
9,30,128,control,-0.103543999609045
12,10,128,control,-0.07443137162722935
12,30,128,control,-0.05870112557673964
15,10,128,control,-0.10719787818743388
15,30,128,control,-0.0958771228932979
18,10,128,control,-0.05400946352676503
18,30,128,control,-0.07621800767427753
21,10,128,control,-0.04078539415491651
21,30,128,control,-0.0661245513483362
24,10,128,control,-0.03382844418105587
24,30,128,control,-0.05503438504672092
27,10,128,control,-0.13343676750483202
27,30,128,control,-0.11171621648323024
30,10,128,control,-0.04370574266741055
30,30,128,control,-0.07120238239667263
33,10,128,control,-0.00919108255503496
33,30,128,control,-0.08033987502349829
36,10,128,control,0.0567325080456644
36,30,128,control,-0.07116447630565811
39,10,128,control,-0.01767493459999643
39,30,128,control,-0.03540395559476472
42,10,128,control,-0.06261677021024219
42,30,128,control,-0.1032438350954844
45,10,128,control,0.00971079414520991
45,30,128,control,0.01888414273491322
48,10,128,control,-0.03821286448858328
48,30,128,control,-0.04119894741063536
0,10,129,control,-0.04869751468054907
0,30,129,control,-0.03239854211518537
3,10,129,control,-0.05450265532154211
3,30,129,control,-0.06071707790417218
6,10,129,control,-0.04847423917021522
6,30,129,control,-0.04184968649811317
9,10,129,control,-0.0689782810637372
9,30,129,control,-0.09052418486519329
12,10,129,control,-0.05505239777710025
12,30,129,control,-0.03376016064313068
15,10,129,control,-0.05214215400702616
15,30,129,control,-0.06048209966009688
18,10,129,control,-0.08050469866768636
18,30,129,control,-0.06833009981907781
21,10,129,control,-0.05949953477132833
21,30,129,control,-0.05018953488827121
24,10,129,control,-0.05221713101995322
24,30,129,control,-0.05946558804218078
27,10,129,control,0.01438026448328271
27,30,129,control,-0.0252457087792284
30,10,129,control,0.01467166100390252
30,30,129,control,-0.0322994463862023
33,10,129,control,-0.05481150766792995
33,30,129,control,0.00103758025508146
36,10,129,control,-0.113215935704724
36,30,129,control,-0.0947606060159261
39,10,129,control,-0.00503444420386253
39,30,129,control,-0.02777375427034947
42,10,129,control,-0.06685130851535424
42,30,129,control,-0.04006825855465266
45,10,129,control,0.0113122463349228
45,30,129,control,-0.0608409044302857
48,10,129,control,-0.00749162934477212
48,30,129,control,-0.04208273300134182
0,10,13,control,-0.0159631886638398
0,30,13,control,-0.08854150801525383
3,10,13,control,-0.10028001910237894
3,30,13,control,-0.06053124415895063
6,10,13,control,-0.01267999998445698
6,30,13,control,-0.03687773241752824
9,10,13,control,-0.01261073070905836
9,30,13,control,-0.09280643928144214
12,10,13,control,-0.00320516291799082
12,30,13,control,-0.10421476890303238
15,10,13,control,-0.12038343870299566
15,30,13,control,-0.11754779473562554
18,10,13,control,-0.04369218825393589
18,30,13,control,-0.07806522796062408
21,10,13,control,-0.02280798823810359
21,30,13,control,-0.08326765070906345
24,10,13,control,-0.05531044056134068
24,30,13,control,-0.07843204831594687
27,10,13,control,-0.00747158212102838
27,30,13,control,-0.03960389685352229
30,10,13,control,-0.03681732217323832
30,30,13,control,-0.11376798524668544
33,10,13,control,-0.04863520937285929
33,30,13,control,-0.1078456152401992
36,10,13,control,-0.03754362345224937
36,30,13,control,-0.1045385537279722
